app_type,tx_datetime,requests
clean app,2018-06-22T00:56:00,421
clean app,2018-06-22T00:57:00,385
clean app,2018-06-22T00:58:00,373
clean app,2018-06-22T00:59:00,373
clean app,2018-06-22T01:00:00,380
clean app,2018-06-22T01:01:00,415
clean app,2018-06-22T01:02:00,407
clean app,2018-06-22T01:03:00,403
clean app,2018-06-22T01:04:00,404
clean app,2018-06-22T01:05:00,399
clean app,2018-06-22T01:06:00,374
clean app,2018-06-22T01:07:00,410
clean app,2018-06-22T01:08:00,421
clean app,2018-06-22T01:09:00,374
clean app,2018-06-22T01:10:00,393
clean app,2018-06-22T01:11:00,410
clean app,2018-06-22T01:12:00,348
clean app,2018-06-22T01:13:00,457
clean app,2018-06-22T01:14:00,384
clean app,2018-06-22T01:15:00,404
clean app,2018-06-22T01:16:00,381
clean app,2018-06-22T01:17:00,365
clean app,2018-06-22T01:18:00,357
clean app,2018-06-22T01:19:00,437
clean app,2018-06-22T01:20:00,429
clean app,2018-06-22T01:21:00,407
clean app,2018-06-22T01:22:00,354
clean app,2018-06-22T01:23:00,396
clean app,2018-06-22T01:24:00,417
clean app,2018-06-22T01:25:00,426
clean app,2018-06-22T01:26:00,385
clean app,2018-06-22T01:27:00,444
clean app,2018-06-22T01:28:00,374
clean app,2018-06-22T01:29:00,409
clean app,2018-06-22T01:30:00,398
clean app,2018-06-22T01:31:00,355
clean app,2018-06-22T01:32:00,390
clean app,2018-06-22T01:33:00,395
clean app,2018-06-22T01:34:00,360
clean app,2018-06-22T01:35:00,403
clean app,2018-06-22T01:36:00,372
clean app,2018-06-22T01:37:00,336
clean app,2018-06-22T01:38:00,387
clean app,2018-06-22T01:39:00,392
clean app,2018-06-22T01:40:00,418
clean app,2018-06-22T01:41:00,432
clean app,2018-06-22T01:42:00,476
clean app,2018-06-22T01:43:00,414
clean app,2018-06-22T01:44:00,409
clean app,2018-06-22T01:45:00,355
clean app,2018-06-22T01:46:00,338
clean app,2018-06-22T01:47:00,395
clean app,2018-06-22T01:48:00,390
clean app,2018-06-22T01:49:00,390
clean app,2018-06-22T01:50:00,405
clean app,2018-06-22T01:51:00,393
clean app,2018-06-22T01:52:00,361
clean app,2018-06-22T01:53:00,384
clean app,2018-06-22T01:54:00,384
clean app,2018-06-22T01:55:00,400
clean app,2018-06-22T01:56:00,420
clean app,2018-06-22T01:57:00,412
clean app,2018-06-22T01:58:00,402
clean app,2018-06-22T01:59:00,468
clean app,2018-06-22T02:00:00,456
clean app,2018-06-22T02:01:00,437
clean app,2018-06-22T02:02:00,411
clean app,2018-06-22T02:03:00,426
clean app,2018-06-22T02:04:00,452
clean app,2018-06-22T02:05:00,377
clean app,2018-06-22T02:06:00,469
clean app,2018-06-22T02:07:00,433
clean app,2018-06-22T02:08:00,426
clean app,2018-06-22T02:09:00,395
clean app,2018-06-22T02:10:00,412
clean app,2018-06-22T02:11:00,412
clean app,2018-06-22T02:12:00,433
clean app,2018-06-22T02:13:00,424
clean app,2018-06-22T02:14:00,422
clean app,2018-06-22T02:15:00,410
clean app,2018-06-22T02:16:00,401
clean app,2018-06-22T02:17:00,393
clean app,2018-06-22T02:18:00,441
clean app,2018-06-22T02:19:00,519
clean app,2018-06-22T02:20:00,405
clean app,2018-06-22T02:21:00,455
clean app,2018-06-22T02:22:00,365
clean app,2018-06-22T02:23:00,481
clean app,2018-06-22T02:24:00,316
clean app,2018-06-22T02:25:00,448
clean app,2018-06-22T02:26:00,419
clean app,2018-06-22T02:27:00,418
clean app,2018-06-22T02:28:00,447
clean app,2018-06-22T02:29:00,424
clean app,2018-06-22T02:30:00,401
clean app,2018-06-22T02:31:00,397
clean app,2018-06-22T02:32:00,409
clean app,2018-06-22T02:33:00,434
clean app,2018-06-22T02:34:00,433
clean app,2018-06-22T02:35:00,462
clean app,2018-06-22T02:36:00,426
clean app,2018-06-22T02:37:00,432
clean app,2018-06-22T02:38:00,444
clean app,2018-06-22T02:39:00,396
clean app,2018-06-22T02:40:00,431
clean app,2018-06-22T02:41:00,477
clean app,2018-06-22T02:42:00,449
clean app,2018-06-22T02:43:00,437
clean app,2018-06-22T02:44:00,446
clean app,2018-06-22T02:45:00,452
clean app,2018-06-22T02:46:00,415
clean app,2018-06-22T02:47:00,436
clean app,2018-06-22T02:48:00,455
clean app,2018-06-22T02:49:00,384
clean app,2018-06-22T02:50:00,389
clean app,2018-06-22T02:51:00,407
clean app,2018-06-22T02:52:00,413
clean app,2018-06-22T02:53:00,412
clean app,2018-06-22T02:54:00,453
clean app,2018-06-22T02:55:00,424
clean app,2018-06-22T02:56:00,399
clean app,2018-06-22T02:57:00,433
clean app,2018-06-22T02:58:00,406
clean app,2018-06-22T02:59:00,377
clean app,2018-06-22T03:00:00,478
clean app,2018-06-22T03:01:00,426
clean app,2018-06-22T03:02:00,414
clean app,2018-06-22T03:03:00,472
clean app,2018-06-22T03:04:00,390
clean app,2018-06-22T03:05:00,426
clean app,2018-06-22T03:06:00,463
clean app,2018-06-22T03:07:00,430
clean app,2018-06-22T03:08:00,438
clean app,2018-06-22T03:09:00,461
clean app,2018-06-22T03:10:00,440
clean app,2018-06-22T03:11:00,442
clean app,2018-06-22T03:12:00,454
clean app,2018-06-22T03:13:00,445
clean app,2018-06-22T03:14:00,437
clean app,2018-06-22T03:15:00,467
clean app,2018-06-22T03:16:00,453
clean app,2018-06-22T03:17:00,397
clean app,2018-06-22T03:18:00,413
clean app,2018-06-22T03:19:00,391
clean app,2018-06-22T03:20:00,442
clean app,2018-06-22T03:21:00,474
clean app,2018-06-22T03:22:00,461
clean app,2018-06-22T03:23:00,425
clean app,2018-06-22T03:24:00,348
clean app,2018-06-22T03:25:00,451
clean app,2018-06-22T03:26:00,426
clean app,2018-06-22T03:27:00,395
clean app,2018-06-22T03:28:00,385
clean app,2018-06-22T03:29:00,412
clean app,2018-06-22T03:30:00,390
clean app,2018-06-22T03:31:00,466
clean app,2018-06-22T03:32:00,430
clean app,2018-06-22T03:33:00,416
clean app,2018-06-22T03:34:00,414
clean app,2018-06-22T03:35:00,426
clean app,2018-06-22T03:36:00,385
clean app,2018-06-22T03:37:00,435
clean app,2018-06-22T03:38:00,452
clean app,2018-06-22T03:39:00,361
clean app,2018-06-22T03:40:00,492
clean app,2018-06-22T03:41:00,378
clean app,2018-06-22T03:42:00,419
clean app,2018-06-22T03:43:00,390
clean app,2018-06-22T03:44:00,466
clean app,2018-06-22T03:45:00,466
clean app,2018-06-22T03:46:00,391
clean app,2018-06-22T03:47:00,393
clean app,2018-06-22T03:48:00,382
clean app,2018-06-22T03:49:00,386
clean app,2018-06-22T03:50:00,398
clean app,2018-06-22T03:51:00,428
clean app,2018-06-22T03:52:00,398
clean app,2018-06-22T03:53:00,408
clean app,2018-06-22T03:54:00,423
clean app,2018-06-22T03:55:00,401
clean app,2018-06-22T03:56:00,382
clean app,2018-06-22T03:57:00,412
clean app,2018-06-22T03:58:00,417
clean app,2018-06-22T03:59:00,476
clean app,2018-06-22T04:00:00,471
clean app,2018-06-22T04:01:00,465
clean app,2018-06-22T04:02:00,454
clean app,2018-06-22T04:03:00,456
clean app,2018-06-22T04:04:00,424
clean app,2018-06-22T04:05:00,448
clean app,2018-06-22T04:06:00,461
clean app,2018-06-22T04:07:00,402
clean app,2018-06-22T04:08:00,396
clean app,2018-06-22T04:09:00,397
clean app,2018-06-22T04:10:00,484
clean app,2018-06-22T04:11:00,451
clean app,2018-06-22T04:12:00,427
clean app,2018-06-22T04:13:00,406
clean app,2018-06-22T04:14:00,467
clean app,2018-06-22T04:15:00,436
clean app,2018-06-22T04:16:00,463
clean app,2018-06-22T04:17:00,450
clean app,2018-06-22T04:18:00,407
clean app,2018-06-22T04:19:00,416
clean app,2018-06-22T04:20:00,440
clean app,2018-06-22T04:21:00,366
clean app,2018-06-22T04:22:00,360
clean app,2018-06-22T04:23:00,399
clean app,2018-06-22T04:24:00,410
clean app,2018-06-22T04:25:00,473
clean app,2018-06-22T04:26:00,447
clean app,2018-06-22T04:27:00,399
clean app,2018-06-22T04:28:00,416
clean app,2018-06-22T04:29:00,448
clean app,2018-06-22T04:30:00,435
clean app,2018-06-22T04:31:00,441
clean app,2018-06-22T04:32:00,438
clean app,2018-06-22T04:33:00,428
clean app,2018-06-22T04:34:00,378
clean app,2018-06-22T04:35:00,418
clean app,2018-06-22T04:36:00,432
clean app,2018-06-22T04:37:00,401
clean app,2018-06-22T04:38:00,415
clean app,2018-06-22T04:39:00,388
clean app,2018-06-22T04:40:00,448
clean app,2018-06-22T04:41:00,408
clean app,2018-06-22T04:42:00,446
clean app,2018-06-22T04:43:00,395
clean app,2018-06-22T04:44:00,452
clean app,2018-06-22T04:45:00,481
clean app,2018-06-22T04:46:00,395
clean app,2018-06-22T04:47:00,416
clean app,2018-06-22T04:48:00,389
clean app,2018-06-22T04:49:00,420
clean app,2018-06-22T04:50:00,454
clean app,2018-06-22T04:51:00,450
clean app,2018-06-22T04:52:00,396
clean app,2018-06-22T04:53:00,398
clean app,2018-06-22T04:54:00,443
clean app,2018-06-22T04:55:00,443
clean app,2018-06-22T04:56:00,407
clean app,2018-06-22T04:57:00,422
clean app,2018-06-22T04:58:00,391
clean app,2018-06-22T04:59:00,456
clean app,2018-06-22T05:00:00,472
clean app,2018-06-22T05:01:00,470
clean app,2018-06-22T05:02:00,469
clean app,2018-06-22T05:03:00,349
clean app,2018-06-22T05:04:00,391
clean app,2018-06-22T05:05:00,477
clean app,2018-06-22T05:06:00,446
clean app,2018-06-22T05:07:00,400
clean app,2018-06-22T05:08:00,438
clean app,2018-06-22T05:09:00,493
clean app,2018-06-22T05:10:00,390
clean app,2018-06-22T05:11:00,454
clean app,2018-06-22T05:12:00,467
clean app,2018-06-22T05:13:00,435
clean app,2018-06-22T05:14:00,405
clean app,2018-06-22T05:15:00,365
clean app,2018-06-22T05:16:00,404
clean app,2018-06-22T05:17:00,400
clean app,2018-06-22T05:18:00,437
clean app,2018-06-22T05:19:00,416
clean app,2018-06-22T05:20:00,475
clean app,2018-06-22T05:21:00,485
clean app,2018-06-22T05:22:00,422
clean app,2018-06-22T05:23:00,407
clean app,2018-06-22T05:24:00,418
clean app,2018-06-22T05:25:00,368
clean app,2018-06-22T05:26:00,387
clean app,2018-06-22T05:27:00,433
clean app,2018-06-22T05:28:00,404
clean app,2018-06-22T05:29:00,373
clean app,2018-06-22T05:30:00,451
clean app,2018-06-22T05:31:00,409
clean app,2018-06-22T05:32:00,390
clean app,2018-06-22T05:33:00,404
clean app,2018-06-22T05:34:00,427
clean app,2018-06-22T05:35:00,409
clean app,2018-06-22T05:36:00,467
clean app,2018-06-22T05:37:00,438
clean app,2018-06-22T05:38:00,393
clean app,2018-06-22T05:39:00,406
clean app,2018-06-22T05:40:00,427
clean app,2018-06-22T05:41:00,423
clean app,2018-06-22T05:42:00,425
clean app,2018-06-22T05:43:00,370
clean app,2018-06-22T05:44:00,438
clean app,2018-06-22T05:45:00,433
clean app,2018-06-22T05:46:00,341
clean app,2018-06-22T05:47:00,432
clean app,2018-06-22T05:48:00,389
clean app,2018-06-22T05:49:00,402
clean app,2018-06-22T05:50:00,473
clean app,2018-06-22T05:51:00,432
clean app,2018-06-22T05:52:00,442
clean app,2018-06-22T05:53:00,384
clean app,2018-06-22T05:54:00,479
clean app,2018-06-22T05:55:00,439
clean app,2018-06-22T05:56:00,433
clean app,2018-06-22T05:57:00,429
clean app,2018-06-22T05:58:00,438
clean app,2018-06-22T05:59:00,468
clean app,2018-06-22T06:00:00,472
clean app,2018-06-22T06:01:00,448
clean app,2018-06-22T06:02:00,463
clean app,2018-06-22T06:03:00,471
clean app,2018-06-22T06:04:00,507
clean app,2018-06-22T06:05:00,447
clean app,2018-06-22T06:06:00,436
clean app,2018-06-22T06:07:00,374
clean app,2018-06-22T06:08:00,458
clean app,2018-06-22T06:09:00,425
clean app,2018-06-22T06:10:00,440
clean app,2018-06-22T06:11:00,457
clean app,2018-06-22T06:12:00,437
clean app,2018-06-22T06:13:00,422
clean app,2018-06-22T06:14:00,438
clean app,2018-06-22T06:15:00,440
clean app,2018-06-22T06:16:00,459
clean app,2018-06-22T06:17:00,413
clean app,2018-06-22T06:18:00,406
clean app,2018-06-22T06:19:00,440
clean app,2018-06-22T06:20:00,475
clean app,2018-06-22T06:21:00,446
clean app,2018-06-22T06:22:00,411
clean app,2018-06-22T06:23:00,452
clean app,2018-06-22T06:24:00,419
clean app,2018-06-22T06:25:00,449
clean app,2018-06-22T06:26:00,436
clean app,2018-06-22T06:27:00,416
clean app,2018-06-22T06:28:00,437
clean app,2018-06-22T06:29:00,435
clean app,2018-06-22T06:30:00,431
clean app,2018-06-22T06:31:00,443
clean app,2018-06-22T06:32:00,431
clean app,2018-06-22T06:33:00,500
clean app,2018-06-22T06:34:00,440
clean app,2018-06-22T06:35:00,479
clean app,2018-06-22T06:36:00,434
clean app,2018-06-22T06:37:00,381
clean app,2018-06-22T06:38:00,430
clean app,2018-06-22T06:39:00,429
clean app,2018-06-22T06:40:00,426
clean app,2018-06-22T06:41:00,377
clean app,2018-06-22T06:42:00,427
clean app,2018-06-22T06:43:00,400
clean app,2018-06-22T06:44:00,436
clean app,2018-06-22T06:45:00,425
clean app,2018-06-22T06:46:00,436
clean app,2018-06-22T06:47:00,402
clean app,2018-06-22T06:48:00,382
clean app,2018-06-22T06:49:00,413
clean app,2018-06-22T06:50:00,437
clean app,2018-06-22T06:51:00,429
clean app,2018-06-22T06:52:00,425
clean app,2018-06-22T06:53:00,426
clean app,2018-06-22T06:54:00,469
clean app,2018-06-22T06:55:00,449
clean app,2018-06-22T06:56:00,430
clean app,2018-06-22T06:57:00,461
clean app,2018-06-22T06:58:00,448
clean app,2018-06-22T06:59:00,487
clean app,2018-06-22T07:00:00,413
clean app,2018-06-22T07:01:00,465
clean app,2018-06-22T07:02:00,391
clean app,2018-06-22T07:03:00,392
clean app,2018-06-22T07:04:00,474
clean app,2018-06-22T07:05:00,448
clean app,2018-06-22T07:06:00,438
clean app,2018-06-22T07:07:00,503
clean app,2018-06-22T07:08:00,445
clean app,2018-06-22T07:09:00,447
clean app,2018-06-22T07:10:00,490
clean app,2018-06-22T07:11:00,446
clean app,2018-06-22T07:12:00,446
clean app,2018-06-22T07:13:00,427
clean app,2018-06-22T07:14:00,472
clean app,2018-06-22T07:15:00,467
clean app,2018-06-22T07:16:00,457
clean app,2018-06-22T07:17:00,503
clean app,2018-06-22T07:18:00,457
clean app,2018-06-22T07:19:00,444
clean app,2018-06-22T07:20:00,482
clean app,2018-06-22T07:21:00,437
clean app,2018-06-22T07:22:00,438
clean app,2018-06-22T07:23:00,486
clean app,2018-06-22T07:24:00,459
clean app,2018-06-22T07:25:00,438
clean app,2018-06-22T07:26:00,463
clean app,2018-06-22T07:27:00,457
clean app,2018-06-22T07:28:00,478
clean app,2018-06-22T07:29:00,490
clean app,2018-06-22T07:30:00,456
clean app,2018-06-22T07:31:00,451
clean app,2018-06-22T07:32:00,439
clean app,2018-06-22T07:33:00,445
clean app,2018-06-22T07:34:00,448
clean app,2018-06-22T07:35:00,410
clean app,2018-06-22T07:36:00,423
clean app,2018-06-22T07:37:00,449
clean app,2018-06-22T07:38:00,460
clean app,2018-06-22T07:39:00,439
clean app,2018-06-22T07:40:00,494
clean app,2018-06-22T07:41:00,442
clean app,2018-06-22T07:42:00,460
clean app,2018-06-22T07:43:00,427
clean app,2018-06-22T07:44:00,478
clean app,2018-06-22T07:45:00,484
clean app,2018-06-22T07:46:00,466
clean app,2018-06-22T07:47:00,454
clean app,2018-06-22T07:48:00,455
clean app,2018-06-22T07:49:00,521
clean app,2018-06-22T07:50:00,468
clean app,2018-06-22T07:51:00,517
clean app,2018-06-22T07:52:00,417
clean app,2018-06-22T07:53:00,501
clean app,2018-06-22T07:54:00,462
clean app,2018-06-22T07:55:00,419
clean app,2018-06-22T07:56:00,476
clean app,2018-06-22T07:57:00,439
clean app,2018-06-22T07:58:00,455
clean app,2018-06-22T07:59:00,474
clean app,2018-06-22T08:00:00,494
clean app,2018-06-22T08:01:00,514
clean app,2018-06-22T08:02:00,483
clean app,2018-06-22T08:03:00,421
clean app,2018-06-22T08:04:00,480
clean app,2018-06-22T08:05:00,506
clean app,2018-06-22T08:06:00,481
clean app,2018-06-22T08:07:00,418
clean app,2018-06-22T08:08:00,453
clean app,2018-06-22T08:09:00,535
clean app,2018-06-22T08:10:00,548
clean app,2018-06-22T08:11:00,494
clean app,2018-06-22T08:12:00,474
clean app,2018-06-22T08:13:00,448
clean app,2018-06-22T08:14:00,501
clean app,2018-06-22T08:15:00,456
clean app,2018-06-22T08:16:00,479
clean app,2018-06-22T08:17:00,446
clean app,2018-06-22T08:18:00,480
clean app,2018-06-22T08:19:00,444
clean app,2018-06-22T08:20:00,457
clean app,2018-06-22T08:21:00,491
clean app,2018-06-22T08:22:00,403
clean app,2018-06-22T08:23:00,477
clean app,2018-06-22T08:24:00,371
clean app,2018-06-22T08:25:00,373
clean app,2018-06-22T08:26:00,500
clean app,2018-06-22T08:27:00,472
clean app,2018-06-22T08:28:00,496
clean app,2018-06-22T08:29:00,527
clean app,2018-06-22T08:30:00,515
clean app,2018-06-22T08:31:00,483
clean app,2018-06-22T08:32:00,447
clean app,2018-06-22T08:33:00,459
clean app,2018-06-22T08:34:00,488
clean app,2018-06-22T08:35:00,524
clean app,2018-06-22T08:36:00,598
clean app,2018-06-22T08:37:00,527
clean app,2018-06-22T08:38:00,412
clean app,2018-06-22T08:39:00,429
clean app,2018-06-22T08:40:00,509
clean app,2018-06-22T08:41:00,511
clean app,2018-06-22T08:42:00,544
clean app,2018-06-22T08:43:00,469
clean app,2018-06-22T08:44:00,486
clean app,2018-06-22T08:45:00,501
clean app,2018-06-22T08:46:00,426
clean app,2018-06-22T08:47:00,506
clean app,2018-06-22T08:48:00,546
clean app,2018-06-22T08:49:00,481
clean app,2018-06-22T08:50:00,537
clean app,2018-06-22T08:51:00,573
clean app,2018-06-22T08:52:00,495
clean app,2018-06-22T08:53:00,547
clean app,2018-06-22T08:54:00,489
clean app,2018-06-22T08:55:00,505
clean app,2018-06-22T08:56:00,512
clean app,2018-06-22T08:57:00,469
clean app,2018-06-22T08:58:00,433
clean app,2018-06-22T08:59:00,526
clean app,2018-06-22T09:00:00,443
clean app,2018-06-22T09:01:00,476
clean app,2018-06-22T09:02:00,516
clean app,2018-06-22T09:03:00,545
clean app,2018-06-22T09:04:00,479
clean app,2018-06-22T09:05:00,438
clean app,2018-06-22T09:06:00,471
clean app,2018-06-22T09:07:00,460
clean app,2018-06-22T09:08:00,518
clean app,2018-06-22T09:09:00,465
clean app,2018-06-22T09:10:00,526
clean app,2018-06-22T09:11:00,420
clean app,2018-06-22T09:12:00,508
clean app,2018-06-22T09:13:00,478
clean app,2018-06-22T09:14:00,494
clean app,2018-06-22T09:15:00,485
clean app,2018-06-22T09:16:00,484
clean app,2018-06-22T09:17:00,484
clean app,2018-06-22T09:18:00,506
clean app,2018-06-22T09:19:00,454
clean app,2018-06-22T09:20:00,491
clean app,2018-06-22T09:21:00,457
clean app,2018-06-22T09:22:00,453
clean app,2018-06-22T09:23:00,438
clean app,2018-06-22T09:24:00,441
clean app,2018-06-22T09:25:00,487
clean app,2018-06-22T09:26:00,493
clean app,2018-06-22T09:27:00,485
clean app,2018-06-22T09:28:00,449
clean app,2018-06-22T09:29:00,475
clean app,2018-06-22T09:30:00,549
clean app,2018-06-22T09:31:00,482
clean app,2018-06-22T09:32:00,446
clean app,2018-06-22T09:33:00,478
clean app,2018-06-22T09:34:00,449
clean app,2018-06-22T09:35:00,428
clean app,2018-06-22T09:36:00,490
clean app,2018-06-22T09:37:00,483
clean app,2018-06-22T09:38:00,428
clean app,2018-06-22T09:39:00,474
clean app,2018-06-22T09:40:00,481
clean app,2018-06-22T09:41:00,453
clean app,2018-06-22T09:42:00,483
clean app,2018-06-22T09:43:00,449
clean app,2018-06-22T09:44:00,463
clean app,2018-06-22T09:45:00,531
clean app,2018-06-22T09:46:00,463
clean app,2018-06-22T09:47:00,448
clean app,2018-06-22T09:48:00,452
clean app,2018-06-22T09:49:00,426
clean app,2018-06-22T09:50:00,438
clean app,2018-06-22T09:51:00,458
clean app,2018-06-22T09:52:00,531
clean app,2018-06-22T09:53:00,467
clean app,2018-06-22T09:54:00,470
clean app,2018-06-22T09:55:00,463
clean app,2018-06-22T09:56:00,424
clean app,2018-06-22T09:57:00,466
clean app,2018-06-22T09:58:00,413
clean app,2018-06-22T09:59:00,508
clean app,2018-06-22T10:00:00,437
clean app,2018-06-22T10:01:00,477
clean app,2018-06-22T10:02:00,469
clean app,2018-06-22T10:03:00,503
clean app,2018-06-22T10:04:00,498
clean app,2018-06-22T10:05:00,479
clean app,2018-06-22T10:06:00,423
clean app,2018-06-22T10:07:00,473
clean app,2018-06-22T10:08:00,447
clean app,2018-06-22T10:09:00,503
clean app,2018-06-22T10:10:00,504
clean app,2018-06-22T10:11:00,461
clean app,2018-06-22T10:12:00,500
clean app,2018-06-22T10:13:00,457
clean app,2018-06-22T10:14:00,499
clean app,2018-06-22T10:15:00,521
clean app,2018-06-22T10:16:00,480
clean app,2018-06-22T10:17:00,456
clean app,2018-06-22T10:18:00,445
clean app,2018-06-22T10:19:00,362
clean app,2018-06-22T10:20:00,487
clean app,2018-06-22T10:21:00,519
clean app,2018-06-22T10:22:00,438
clean app,2018-06-22T10:23:00,503
clean app,2018-06-22T10:24:00,497
clean app,2018-06-22T10:25:00,242
clean app,2018-06-22T10:26:00,434
clean app,2018-06-22T10:27:00,440
clean app,2018-06-22T10:28:00,371
clean app,2018-06-22T10:29:00,398
clean app,2018-06-22T10:30:00,509
clean app,2018-06-22T10:31:00,438
clean app,2018-06-22T10:32:00,446
clean app,2018-06-22T10:33:00,437
clean app,2018-06-22T10:34:00,440
clean app,2018-06-22T10:35:00,461
clean app,2018-06-22T10:36:00,447
clean app,2018-06-22T10:37:00,412
clean app,2018-06-22T10:38:00,427
clean app,2018-06-22T10:39:00,435
clean app,2018-06-22T10:40:00,453
clean app,2018-06-22T10:41:00,448
clean app,2018-06-22T10:42:00,426
clean app,2018-06-22T10:43:00,396
clean app,2018-06-22T10:44:00,459
clean app,2018-06-22T10:45:00,518
clean app,2018-06-22T10:46:00,451
clean app,2018-06-22T10:47:00,460
clean app,2018-06-22T10:48:00,397
clean app,2018-06-22T10:49:00,470
clean app,2018-06-22T10:50:00,500
clean app,2018-06-22T10:51:00,408
clean app,2018-06-22T10:52:00,475
clean app,2018-06-22T10:53:00,429
clean app,2018-06-22T10:54:00,433
clean app,2018-06-22T10:55:00,447
clean app,2018-06-22T10:56:00,462
clean app,2018-06-22T10:57:00,442
clean app,2018-06-22T10:58:00,485
clean app,2018-06-22T10:59:00,406
clean app,2018-06-22T11:00:00,515
clean app,2018-06-22T11:01:00,432
clean app,2018-06-22T11:02:00,418
clean app,2018-06-22T11:03:00,449
clean app,2018-06-22T11:04:00,419
clean app,2018-06-22T11:05:00,441
clean app,2018-06-22T11:06:00,404
clean app,2018-06-22T11:07:00,391
clean app,2018-06-22T11:08:00,422
clean app,2018-06-22T11:09:00,438
clean app,2018-06-22T11:10:00,462
clean app,2018-06-22T11:11:00,448
clean app,2018-06-22T11:12:00,511
clean app,2018-06-22T11:13:00,439
clean app,2018-06-22T11:14:00,455
clean app,2018-06-22T11:15:00,444
clean app,2018-06-22T11:16:00,446
clean app,2018-06-22T11:17:00,426
clean app,2018-06-22T11:18:00,449
clean app,2018-06-22T11:19:00,466
clean app,2018-06-22T11:20:00,478
clean app,2018-06-22T11:21:00,491
clean app,2018-06-22T11:22:00,446
clean app,2018-06-22T11:23:00,448
clean app,2018-06-22T11:24:00,498
clean app,2018-06-22T11:25:00,428
clean app,2018-06-22T11:26:00,470
clean app,2018-06-22T11:27:00,444
clean app,2018-06-22T11:28:00,419
clean app,2018-06-22T11:29:00,448
clean app,2018-06-22T11:30:00,487
clean app,2018-06-22T11:31:00,441
clean app,2018-06-22T11:32:00,428
clean app,2018-06-22T11:33:00,420
clean app,2018-06-22T11:34:00,495
clean app,2018-06-22T11:35:00,471
clean app,2018-06-22T11:36:00,469
clean app,2018-06-22T11:37:00,427
clean app,2018-06-22T11:38:00,394
clean app,2018-06-22T11:39:00,409
clean app,2018-06-22T11:40:00,398
clean app,2018-06-22T11:41:00,455
clean app,2018-06-22T11:42:00,477
clean app,2018-06-22T11:43:00,414
clean app,2018-06-22T11:44:00,426
clean app,2018-06-22T11:45:00,468
clean app,2018-06-22T11:46:00,517
clean app,2018-06-22T11:47:00,492
clean app,2018-06-22T11:48:00,460
clean app,2018-06-22T11:49:00,518
clean app,2018-06-22T11:50:00,485
clean app,2018-06-22T11:51:00,406
clean app,2018-06-22T11:52:00,421
clean app,2018-06-22T11:53:00,485
clean app,2018-06-22T11:54:00,490
clean app,2018-06-22T11:55:00,417
clean app,2018-06-22T11:56:00,399
clean app,2018-06-22T11:57:00,396
clean app,2018-06-22T11:58:00,374
clean app,2018-06-22T11:59:00,429
clean app,2018-06-22T12:00:00,457
clean app,2018-06-22T12:01:00,445
clean app,2018-06-22T12:02:00,415
clean app,2018-06-22T12:03:00,437
clean app,2018-06-22T12:04:00,395
clean app,2018-06-22T12:05:00,413
clean app,2018-06-22T12:06:00,426
clean app,2018-06-22T12:07:00,419
clean app,2018-06-22T12:08:00,449
clean app,2018-06-22T12:09:00,505
clean app,2018-06-22T12:10:00,416
clean app,2018-06-22T12:11:00,448
clean app,2018-06-22T12:12:00,476
clean app,2018-06-22T12:13:00,462
clean app,2018-06-22T12:14:00,453
